"","P16902_146","P16902_147","P16902_148","P16902_144","P16902_145","P16902_149"
"CASP10",5.79147317606317,5.77685464919912,5.75456202992873,5.23135019106063,5.46935070319513,5.18746296578136
"CFLAR",9.54854811851031,9.85853759482996,9.50568946027502,9.53652504919907,9.45171006637177,10.2630965458149
"TFPI",8.06408889101343,8.35696456156378,8.93993177466995,9.61407844575712,9.10309721063196,10.5477728470799
"NDUFAF7",9.46666224003285,9.47127114675612,9.60321835291775,9.32535773924337,9.58175597949263,9.10467966039144
"RBM5",12.0387281776404,11.9435361264995,12.073346705447,12.1687687088323,12.2290052792561,12.3384709146967
"MTMR7",10.3154313246061,10.3678407133487,9.81787180706001,9.0980503178252,9.7951842866457,7.40966184429143
"SLC7A2",6.89097298392508,6.56643692587744,7.16642702427941,5.68460767469218,5.97641267591333,4.88837907797739
"ARF5",9.7526402833544,9.42315348053761,9.43229960109338,10.1117208746245,9.89861287266088,9.81837658300377
"SARM1",10.4515385461804,10.4259341689723,10.3935723598018,10.0351287368923,10.3103595679851,9.51132507964023
"POLDIP2",10.0923006394801,9.88245133855313,9.81639377419634,10.0904297010374,10.0036452801548,10.2623810952519
"PLXND1",5.57553933579376,5.45795213323723,6.73671357377245,6.52481329577584,5.37441071259404,6.6089740508496
"AK2",9.55133846675851,9.5764420233294,9.63207500609705,9.71739328287373,9.49857331418491,10.0713614548392
"CD38",4.7165496130104,5.09718127405855,4.63910910251109,5.92458453824114,4.80549449477315,7.3724833288726
"FKBP4",10.9304748171616,10.7709316981501,10.6489958260076,10.7620607513254,10.9664164625171,10.700291158035
"KDM1A",12.2613226382954,12.3097054716565,12.3016741660493,12.5389474817111,12.5308299002604,12.1719310362062
"RBM6",11.5086249254959,11.4871098881865,11.2400024567844,11.7811946078302,11.6031157621282,11.815102765187
"CAMKK1",8.17365727026333,7.70219100840178,7.62936499745985,7.86086919678128,8.29951959972912,6.75149995617342
"RECQL",9.10377391234151,9.11348541993678,9.24933341612418,9.42683171310674,8.91504825945384,9.66220286852171
"CCDC132",10.8472552411297,10.9308856300242,10.7956730483771,10.4814453406556,10.6506562754435,10.3505166092427
"HSPB6",4.33057497578978,4.33057497578978,4.33057497578978,4.55239249687834,4.33057497578978,4.33057497578978
"ARHGAP33",8.81164057880624,8.58109853610596,9.33031373473615,8.44449893134492,8.95723743288725,7.10645774094267
"NDUFAB1",9.06522230888423,9.00500312466709,8.94264728331416,9.15953453801556,9.06503104899544,9.06086556910967
"PDK4",5.49214979402744,5.45795213323723,5.13786241172375,5.94973919615279,5.8583162996779,6.22970329815221
"ZMYND10",6.92676259669851,7.00968649119216,7.23113467566778,9.98917260584,8.00886940284763,10.8784494059036
"SLC25A13",8.7594337343783,8.8678104264034,8.83274669203781,9.02062364169454,8.59753521253932,9.5715059570082
"ST7",10.5552094139652,10.6863187032502,10.6613936014538,10.2688132129043,10.4861020246974,9.42823835938712
"CDC27",11.4854844170577,11.6126989028166,11.2678345159655,11.3101802832283,11.4022719245555,11.1576984377968
"CALCR",5.70087603390657,6.0388771203416,5.86366298223323,5.12120644125242,5.26812364332126,4.76371589021208
"HCCS",7.85282058766129,7.74228866356456,7.66959197425824,7.8578860856929,7.93899227619341,7.9901940216119
"DVL2",9.14131947832749,8.86179988105892,9.27324718940175,9.76639951275231,9.6554825588174,9.62036360214618
"UPF1",9.60066206938061,9.16154956259911,9.58075482190222,9.74651611081057,10.0723486567461,9.60914831416535
"SKAP2",8.06015644934267,8.01339992660753,7.72150846225944,7.62472430504499,7.90938740898269,6.89563633808235
"SLC25A5",10.2704387816257,10.1585911452419,10.1975064197881,10.4404629093679,10.2174153178956,10.7129129148841
"CCDC109B",5.85484684019812,5.87100821421757,6.41583398350578,7.59627790978649,6.53165229568474,7.90048343971049
"POLR2J",7.88435423161158,7.5191112184808,7.86097764282631,8.40433733198799,8.14476585961214,8.53567643325285
"DHX33",8.89537924280543,8.80654292034083,9.15652724409517,8.97482478702602,8.81268649943107,9.30294534150951
"MEOX1",4.60390596466056,4.33057497578978,4.33057497578978,4.55239249687834,4.33057497578978,4.33057497578978
"THSD7A",12.5320585264205,12.5915608500612,12.3699830061342,12.4777033781475,12.4724049428503,11.7059662629768
"LIG3",10.1832202607692,10.1213989810664,10.1642024700785,10.2148591916344,10.1130559086806,10.2794546865959
"RPAP3",9.41090284309313,9.45806557404921,9.17972072930523,9.23686892724321,9.24864064903882,9.69863523967168
"ACSM3",5.74711795931809,5.48441204341114,5.33538540566403,5.99848057344674,5.51344929562775,5.77550668699715
"CIAPIN1",9.87793777110515,9.87452409280452,9.79704012657024,10.0410164391835,9.96365947876433,10.0257109157588
"SPPL2B",8.33186933541099,7.90403269295821,8.08989141677383,8.74849627992998,8.81974215812213,8.34819333498937
"FAM214B",9.25356530554196,9.03557146324886,9.20480914560626,9.25388019706793,9.39503656791511,9.42823835938712
"COPZ2",5.0958257135656,5.34383018699978,4.94418431550225,5.61949520913034,5.55563637036578,6.41697671329194
"PRKAR2B",12.1355075322379,12.2218754821922,11.67443590839,11.6001383659383,12.1419643511414,10.5371655072768
"MSL3",8.94931819555722,8.86580970271222,8.70416402517429,9.20689795180563,9.0797913109447,9.23157444661217
"CREBBP",10.7522885053877,10.8808328778137,11.290890586032,10.7429279168002,10.723810716914,10.4773881111148
"BZRAP1",10.2222478658059,9.85350523164609,9.64379119588997,9.64448334234428,10.3333041577736,8.54278339593474
"GCFC2",8.64634506583055,8.7834071312589,8.93448532338502,8.88444602720444,8.48431721191964,9.48088029965462
"WDR54",8.344834584039,8.14507566255721,8.32097371919403,9.30482880103541,8.63803948388853,9.85110938688949
"CROT",7.94966016818804,8.16479953223991,8.39833901483169,7.85190101178858,7.66320747407373,8.40653823339341
"ABCB4",5.49214979402744,5.51016048524524,6.09823090651264,5.53181738139766,4.99924798284876,5.69868419475818
"KMT2E",11.5193455660489,11.8013604612522,11.7118656752671,11.2720409873054,11.5352200152537,10.8266448766864
"RHBDD2",10.0445962132391,9.74463911025343,9.84422044190428,10.1791193838895,10.2723581531963,10.3081623930317
"SOX8",6.88187679516349,6.56643692587744,7.90644722971276,6.3841869298852,6.8573932640096,5.91480976668293
"IBTK",11.555211067035,11.6007408211606,11.4441574601295,11.3505004685989,11.3726504761816,11.5116909041215
"ZNF195",10.5559039156393,10.6315334308917,10.7027662579702,10.4833681336065,10.2996937915209,10.1562332446599
"MYCBP2",13.5659399457701,13.7139250860891,13.4824923404301,12.8819062974129,13.365868080103,12.1880278911567
"FBXL3",10.1760094233261,10.1528683378796,10.1265378626203,9.93539450113274,9.9151517682328,10.1242999298458
"PDK2",8.53209821877575,8.44818824425593,8.29564766292227,8.74689325780234,8.77869068524332,8.76559509945436
"ITGA3",9.6613248769155,9.36773350774306,9.03713979246116,8.66776483259553,9.39857120811004,8.14493855589429
"ZFX",10.5221847233967,10.5517814652414,10.6094446245817,10.4669420905025,10.381105156163,10.7108169444145
"LAMP2",10.358266282277,10.3671348323891,10.4171605183219,10.719057348252,10.2510224539891,11.5958637786955
"GGNBP2",10.0826924058314,10.1297472146161,10.0124261434793,10.0643297008587,10.0862892616858,10.1608476489526
"ITGA2B",6.40461685682177,6.19979772223188,6.25772181162451,6.09034204967627,6.29531752794964,5.8297852851543
"GDE1",10.2274888947592,10.2880451657642,9.9396270123316,10.480001561661,10.1727275106622,10.6838228469278
"C19orf60",6.99564779673892,6.5245731111976,6.71054607635312,7.05515127625664,7.27928293246356,6.40604308854489
"CRLF1",5.46268370782665,5.37374005388151,5.0153475618871,5.53181738139766,5.57607598002124,5.28523604052962
"OSBPL7",7.60996522475048,7.30262350826576,7.3271073717309,7.3750425574174,7.75134088524586,7.18251737320531
"TMEM98",8.38931017155583,8.31936955677578,9.17511183834421,9.29280845327069,8.7382950326843,9.91624672402599
"YBX2",6.68580357978683,6.57669813123392,5.86366298223323,6.1757212913575,6.68450597902808,6.16496703674859
"MAP3K14",7.46787238298213,7.3498397812423,7.4247982507733,7.49193991118779,7.5175727858162,7.94783775386725
"ABCC8",7.92822283064298,7.78980488734531,7.60189652432882,6.35770001541804,6.93287609499554,6.06819675099262
"SYNRG",10.7395072132408,10.9907601593077,10.9356220861138,10.8274734448461,10.9958607778879,10.7683825463008
"TMEM132A",10.6124120232687,10.082361959341,10.4744961813993,10.5808755695496,10.9715633978029,9.91897360635857
"AP2B1",13.0731675500226,13.0928212802259,13.0813012600492,12.8522732088517,13.1102861893336,12.6053790605446
"TAC1",9.93459021658682,9.90694666200435,9.99162471162337,6.96777562639213,8.87666626836688,5.75680447202851
"ZNF263",9.79915296176499,9.81156335476632,9.63543222152982,9.82672920228231,9.94203277561397,9.84825091495703
"CX3CL1",8.04829365157979,7.71568339177883,7.92313041789343,7.2006595156671,7.69835056214515,7.21903860434312
"SPATA20",8.06015644934267,7.62797515941513,8.1239092480457,8.56957397218127,8.34187741652818,9.02246018359891
"CACNA1G",8.6411061146322,8.28076036019112,8.35814192546247,8.01332033248237,8.59342119117607,6.37267378303614
"TNFRSF12A",5.6018543074561,5.34383018699978,6.11933501176659,6.94503376153132,5.87375914045291,8.21198510259766
"MAP3K9",11.4041399684593,11.460889252485,11.1455033657044,10.6363647763099,10.9755101189588,9.75161287714338
"RALA",10.104696372074,10.1079404395928,9.8672437998343,9.90199369605099,10.1044291644403,9.62036360214618
"BAIAP2L1",5.57553933579376,5.37374005388151,4.86296472820736,5.51331587387945,5.69081184736494,5.15195654074678
"KDM7A",9.69072467059024,9.66644142102078,10.0780297859441,10.2469073892264,10.1706629633739,9.7217275922757
"ETV1",10.1921833885896,10.3095145051842,9.9585093779505,9.41780519104758,9.9943361497789,10.2794546865959
"AGK",10.0426151602225,10.0720021337164,9.68972591403338,9.80920070957923,9.95648656869731,9.5989793654791
"ALDH3B1",5.85484684019812,6.08491777140764,7.08857834537339,5.6525587184268,5.81067810207035,6.65516992011782
"PHTF2",10.0817280511882,10.1683491327057,10.1324882058438,9.57582352913655,9.90938471586958,9.12845639658986
"FARP2",9.13388832793336,9.01766886113101,9.29039286680889,9.75290869610466,9.2770877877645,10.2054529496962
"GGCT",8.37041808834304,8.35124458435623,8.46418745624302,8.9204294067061,8.2842653339578,9.2490289260213
"DBF4",8.10664516815297,7.82338929223941,8.20783497667597,8.44449893134492,7.84478820167845,8.27032234655235
"IFRD1",10.8736763797786,10.8508547485065,10.8061324315743,10.6132836780447,10.8461185557443,10.3012130338847
"COX10",8.48313792825853,8.38802243974816,8.16648831832517,8.18466272346384,8.31461296790953,8.02794453368651
"GTF2IRD1",9.63131270606809,9.40124074595961,9.51300945375746,9.52723015097142,9.90855896446437,9.20051037087257
"PAF1",9.54715091501571,9.32180875805441,9.14242958457957,9.94449800166179,9.80852609901768,10.306081099634
"VPS41",11.8037483750069,11.8228803798419,11.6699438105606,11.5816374100339,11.7678243663075,11.6510091098804
"ARHGAP44",9.10946858250594,9.03557146324886,8.64198552070115,8.44053304872016,8.78050013497479,7.39384877311
"ELAC2",9.75989451871222,9.48305352460337,9.64379119588997,10.0546616163537,9.83136330548467,10.2673818103748
"SCIN",5.46268370782665,5.17594971784969,5.2426758087291,6.14439749474012,5.34903754503733,6.73449250527301
"ARSD",8.344834584039,8.2927514492747,8.18960621252554,8.40229939373641,7.6432996066977,9.47223916918279
"PNPLA4",6.45587737080958,6.5245731111976,5.07933519419276,5.88579523582229,6.43837371911831,6.5414660432608
"ADIPOR2",9.74656706778638,9.77476752114462,9.61686997478053,10.0591814587708,9.84954817173239,10.2829863803139
"CDKL3",6.90000882976452,7.20954211151148,6.68385737112564,6.54812888578483,6.38909414439227,6.75992371440338
"UPP2",5.5207400332063,6.0388771203416,5.13786241172375,4.91404266993799,5.55563637036578,5.54910236469605
"MARK4",9.45776554465158,9.17453093327016,9.40304613797014,8.96658903364838,9.30498369725566,8.47504067475273
"PROM1",7.24819384114694,7.05347576660264,8.30413957857438,10.3962419169706,8.79847038748619,11.7802998325914
"CCDC124",7.037008143838,6.64638115531134,7.24013763794434,7.55250372585819,7.5734348367007,7.16389018268598
"CEACAM21",5.18373077138573,5.40267998277688,5.0153475618871,4.55239249687834,5.57607598002124,4.33057497578978
"PAFAH1B1",13.2697719574885,13.3050992956864,12.9923524621021,12.964311687404,13.189379301004,12.5656346555987
"NOS2",5.43226952355336,5.31286008562374,5.13786241172375,4.87127988604197,5.26812364332126,4.88837907797739
"DNAH9",4.93817568778476,5.17594971784969,4.63910910251109,6.21628853422501,5.07654591073903,8.69297135053693
"KIAA0100",12.0058170917441,11.9090417285186,12.0696310980779,12.1358416698152,12.0429531083997,12.4771644048964
"GAS7",9.18331956688118,9.14350679959379,8.54156309644457,5.43553531135657,5.42310223496893,4.76371589021208
"TRAPPC6A",5.6018543074561,5.7368316223205,6.09823090651264,6.83772806653164,6.31676160488645,6.7682951030033
"MATK",6.90000882976452,6.60701201275565,5.98677983682015,6.11225279239186,6.75482273122502,5.11466593771837
"ST7L",9.12266914911813,9.26074234505838,9.38120951919906,9.33817418129917,9.31873155029677,9.68481376412447
"TKTL1",6.29551855050175,6.54567163620786,7.22207310011052,7.34530362566354,6.76996117782249,6.45980961472376
"PAX6",7.93253620534926,8.08421470978172,10.6687814320202,9.68181827357675,8.57267226240335,10.539529445408
"RPUSD1",7.1390734122226,6.54567163620786,7.00607707526862,7.23360799486408,7.4456304628159,6.78488350934427
"RHBDF1",6.4305009759227,6.34220771365591,6.88387612917015,7.17663732237503,6.58458917618073,7.8514981122475
"LUC7L",10.42060488112,10.340052051161,10.4259075445421,10.5786289592146,10.6848073133227,10.4092199394251
"CACNA2D2",10.1301057662488,10.0378091366084,9.72953719702195,9.39345416284459,10.0463103035651,8.67152878308542
"BAIAP3",9.27567639537996,8.74907569367151,9.0166714329497,9.86927219746703,9.11890380414535,10.1004776774155
"TSR3",8.04431735647471,7.66092470637922,8.18960621252554,8.32046931273056,8.5579673737721,7.87431663323032
"PIGQ",8.36406493692669,7.79404665123918,8.32097371919403,8.80812242009165,8.75127183483369,8.55220489792328
"CRAMP1L",8.21311353050452,8.22864613726104,8.61838128862913,8.30527363848017,8.37584318476493,8.12925164032365
"TEAD3",6.49303627369584,6.22692081198388,7.17585758764933,7.64915361222885,6.87839785072055,8.02455368757363
"DNAJC11",9.86902093963329,9.7906523347536,9.51118293965454,9.91630150969829,9.94606227714205,9.76985539973502
"MYLIP",7.50330448909053,7.59423896180188,6.94077887024594,8.60718720155449,7.57764163262191,9.20945444043128
"E2F2",6.36478816236259,6.12926986364968,6.95188035432216,7.77487844920169,6.48584680311777,7.56342037115229
"PSMB1",10.5214737882672,10.50313791795,10.5573244855224,10.8153131553043,10.6182037739737,10.8919245414025
"SYN1",8.78339954100118,8.98855297640755,9.07722297487228,7.92780811553132,8.54097510972847,6.42781852490384
"JARID2",10.6421478436371,10.6749566361628,10.7186722979815,10.6066836613932,10.95726511103,9.80271184237064
"CDKL5",9.27567639537996,9.4882593591773,9.30522964299305,9.14014393248497,9.37842589141099,8.75340322740948
"CAMK1G",6.8354600493058,6.71259577484945,6.55665892062138,6.46052802040793,6.89222287773343,5.47749470033185
"CDK11A",5.72424503540458,5.2124335202594,5.41912560421338,5.80400878913798,5.84266003333913,5.81198514857821
"NADK",9.09039803745238,8.85374652070242,8.97218424115071,9.39345416284459,9.39503656791511,9.20498935292968
"TFAP2B",11.2594503795662,11.3910921030949,11.633494391978,10.6662939071926,10.9544683533623,10.4316663388919
"TFAP2D",5.29925920898593,5.69527237656877,5.13786241172375,4.33057497578978,4.66714835127326,4.33057497578978
"DLEC1",5.72424503540458,5.75702651981449,6.16047993900056,6.43557845627955,6.0837061780769,8.09412146387491
"CYTH3",8.98073629975401,8.86380619020224,9.0166714329497,9.33711049088227,9.32245829410536,9.65021593086558
"ADAM22",10.9799557203656,11.1216388331609,10.8864803467369,10.4053981045043,10.6412454528171,9.95661801716464
"SYPL1",7.83908899707503,8.01339992660753,8.54514553185727,8.68628738323734,7.96159997772213,9.51493558777587
"CYB561",9.19050043264043,8.89749183849585,8.29138273173614,9.02987446112579,9.0797913109447,9.47594886029437
"SPAG9",13.2190530580277,13.2363355166747,13.2787345366906,13.3439628095576,13.3657177368966,13.3028384609198
"CELSR3",11.1958254530184,10.9275384501562,11.4967571926139,10.8925820084896,11.5373574740104,9.44977811209663
"AASS",8.76906808702757,8.8896365274247,9.61346917678294,10.0783932993358,9.10165159979203,10.6332586753071
"PLEKHG6",4.60390596466056,4.33057497578978,4.33057497578978,5.15028716110163,4.33057497578978,5.25394328805817
"SS18L2",7.76836569039717,7.62320475048297,7.56679197810507,7.84889899509966,7.78438898045635,7.37785530753697
"MPND",8.04032994299301,7.59910803920834,7.98797398522681,8.15588169151659,8.14194509234496,7.78478107247728
"MGST1",8.18091264014681,7.99513266426283,8.25241517405332,9.25162360904461,8.27914422267056,10.1700323881826
"CRY1",9.51891843862347,9.42586927764961,9.40894456001009,9.33178022014982,9.23420346064774,9.66761868506573
"NFIX",6.111792441977,6.22692081198388,7.4247982507733,8.09145879024988,6.96585350046218,9.69120938399408
"ST3GAL1",8.84845211348478,8.99405729168664,7.82589467947357,8.09399110690924,9.05161607982029,7.4960534462844
"MMP25",4.93817568778476,4.84495094307666,5.07933519419276,4.64396487703681,4.99924798284876,4.98896808752624
"PKD1",10.0386448685738,9.34064268535128,9.80003457926382,9.9070176017095,10.5009659926291,8.65850782064076
"MAPK8IP2",10.1723904358183,9.86255087296326,9.85865308047351,9.89767351037063,10.4210183493019,8.54278339593474
"MED24",10.3187089191014,10.0832219271832,10.0405466893855,10.3469302555698,10.631272532285,9.87377534546999
"RHOBTB2",10.5989967181496,10.3277694152398,10.0367442164344,9.9694117196814,10.5870694607354,9.38416763273161
"HEATR5B",11.5122073321357,11.5798772503678,11.4097914869128,11.2216803982133,11.5760798080283,10.7029298150368
"SEC62",11.8952079548512,12.0367940201122,11.4127275334028,11.5365201335271,11.8040046212858,11.4837332194238
"RPS20",12.0493694172901,12.0986846772812,12.4303824422672,12.693395910897,12.3523461379691,12.7418455927976
"CSDE1",13.782541293561,13.8235131221776,13.6120299324779,13.9399634966437,13.9055002390513,13.7537957466234
"UBE3C",11.0770048452237,11.1295675610213,10.921947884059,10.884602361231,10.9323030733342,10.7623235576806
"REV3L",12.685254380631,12.8951536320484,12.6867451032596,11.9604451330988,12.5062161887411,11.4574121429421
"TENM1",12.703700426269,12.8298106225116,11.9925816846707,11.1825735836635,12.0762276006957,10.275205204261
"PAX7",7.16902082071916,7.03175530872374,8.07008228672197,8.65585210283206,9.07095333839232,6.52152479638696
"FAM76A",8.45054284500622,8.5136262916019,8.23029881608044,8.88590278913282,8.36138496906497,9.41154664392642
"POMT2",9.09423242154179,8.84970285510227,9.07227322870919,9.36346983155138,8.95082681945545,9.90253439152294
"VTA1",10.987182113999,11.0916186184134,10.8098496197518,11.0089332391831,11.052631809229,10.8817135695421
"MLXIPL",5.29925920898593,5.31286008562374,4.63910910251109,4.87127988604197,5.26812364332126,4.68467332000649
"BAZ1B",11.3658443919204,11.4277671614551,11.4224714194282,11.6714354440324,11.6054097243166,11.5901745028224
"RANBP9",10.667432099158,10.702076705412,10.7676596293125,10.5222307532946,10.7456998080044,10.3532068883963
"SPRTN",8.54898683365936,8.47997148520983,8.6453260878984,8.6996098123949,8.45739261302119,9.01227043477643
"METTL13",8.76906808702757,8.65484519824644,9.12580583788367,8.88735807625832,8.85450999374424,9.10467966039144
"DYRK4",7.53786656908706,7.69766482825907,7.87248208979373,7.79998325159792,7.27928293246356,8.69297135053693
"ZNF207",11.8921867516375,11.9802279434566,11.9375846642366,11.958027693163,11.8148382871078,12.1274522542425
"UQCRC1",11.1882313035848,10.9232234882178,10.921947884059,11.3204336961637,11.1522299670748,11.1079990472574
"STARD3NL",10.7266116427456,10.6902743740487,10.7099456918605,10.8053568681158,10.7120308073091,11.001005471881
"CD9",6.51723368027146,6.47028950760066,5.96317797384801,7.27033258636037,6.20569266903883,7.86295316522848
"NCAPD2",8.89317901711718,8.94374315041009,9.69938140990519,10.3658157474461,9.57760504532347,10.7958317988801
"IFFO1",7.79233381817689,7.67019955312673,7.89521540952253,7.97533633310703,8.03649629061221,7.82440493355072
"GIPR",5.04742567774093,4.90491546544878,5.60065691610817,5.20526093226038,4.91093888395682,4.76371589021208
"PHF7",6.9787484957864,6.97969885755654,6.79998829512151,6.90430184754237,7.1139774433399,6.81746123354231
"SEMA3G",4.60390596466056,4.58878259651035,4.63910910251109,4.71402308857299,5.39908280147121,4.88837907797739
"NISCH",11.6303192349157,11.3140881038563,11.4650509600877,11.4726302062878,11.8418960639913,11.1123721002678
"FUZ",7.12385340854776,6.90172495385375,7.30158068721242,7.58907586411754,7.52194936736348,7.68490726420632
"SLC6A13",5.22411723473243,5.40267998277688,5.13786241172375,5.15028716110163,5.32290848716218,5.40006335275449
"IDS",11.4380590976748,11.5753014850618,11.1583889566401,10.7247574048071,11.1532756471943,10.7658610602515
"PRSS3",5.6018543074561,4.95891832408665,5.13786241172375,4.33057497578978,4.91093888395682,4.33057497578978
"ZNF200",8.91286086175524,8.93040618926337,8.79716793330851,8.92893303956472,8.91669401918567,8.54985531764925
"CD4",4.87482195210638,4.58878259651035,4.94418431550225,4.95373220111794,4.95674843757777,4.98896808752624
"LRRC23",7.66302429663445,7.3498397812423,7.66296644002311,8.91044451239327,7.88592779193738,10.0147062367532
"BTK",5.22411723473243,5.09718127405855,4.63910910251109,4.55239249687834,4.33057497578978,4.33057497578978
"HFE",4.60390596466056,5.09718127405855,4.33057497578978,6.09034204967627,5.53476861827663,7.3231847078883
"SCMH1",10.5496413275118,10.4966984693279,10.3276796182323,10.0891674331464,10.6357688825062,9.33462438211699
"FYN",12.2638748299189,12.3272282431505,12.0612358257209,12.3667407947466,12.3062431955354,12.2749944731167
"HIVEP2",11.4282323331519,11.4402352971118,11.3151539470573,11.1378067976629,11.2226603096571,11.1044112073729
"FMO1",4.60390596466056,4.33057497578978,4.33057497578978,5.77536139914715,4.80549449477315,7.046535392754
"TCEB3",10.534217305555,10.4778598021622,10.3266419923076,10.5119065628452,10.5715073703342,10.6024990533612
"LYPLA2",8.91936205063466,8.51618269687899,8.73583916653005,9.15712495262734,9.19407706382981,8.82892667498782
"CLCN6",10.0807630510557,9.96222216078835,9.77133290123044,9.54299597742959,9.97000557266841,9.24758244236283
"MRC2",6.59857684600822,5.87100821421757,9.32408356162738,8.74528844467863,8.21889457472418,9.19601740731215
"SLC6A7",7.18375548402539,6.84436345213363,6.25772181162451,4.99090412180236,6.60177306867266,4.33057497578978
"TSPAN9",8.00393230488051,7.73788899500471,7.8318023376384,8.76442887208839,8.48875588694496,9.5564028406261
"BTBD7",10.6323038679726,10.7076630975744,10.5269315484497,10.7026462337281,10.7776968829809,10.5324259745514
"APBA3",6.9787484957864,6.53516475243763,6.77503369616368,7.13232057759675,7.55221058705847,6.58046374046774
"MKS1",8.10664516815297,8.13511063516641,8.26116683070521,8.84154459697104,8.51944771280452,9.05094520312987
"ABHD5",8.6146206254352,8.67098600898378,8.62516505955278,8.39821479887529,8.53669540293574,8.37766287611289
"KAL1",9.24324450382496,9.14350679959379,11.6318155153414,8.32693267968528,9.99666907417831,7.91522255745225
"AKAP8L",10.1633030250918,10.0027854010448,9.9585093779505,10.525966754906,10.5091580309632,10.4323025587985
"MBTD1",10.2099442004889,10.3073083043595,10.3380150172253,10.4910337708261,10.3320731995833,10.4587734590945
"UTP18",9.3400423881218,9.18899636962307,9.17511183834421,9.42783117672129,9.32864817832914,9.42312302073265
"RNF216",10.5370339708019,10.4581090461264,10.4801063381677,10.8145497223355,10.5947879844293,11.100814421138
"TTC19",10.4395456934072,10.5286119738083,10.0743250280202,10.2870924686048,10.1498532480454,10.5583027380831
"PTBP1",8.72766818498407,8.51618269687899,9.0846158100354,10.0636871751008,9.3137475060278,10.2239450449381
"DPF1",9.57894866854625,9.29828515325572,9.22501566579773,9.15712495262734,9.80320418587311,6.94047352051505
"SYT7",9.36246381064603,9.22687484379499,8.43357651933152,8.51971818676835,9.24340750001182,6.47030047129559
"LARS2",9.72572456602171,9.63628055890905,9.61856736835092,10.0777570123001,9.91020999449858,10.3844473407236
"PIK3C2A",11.0672963367888,11.1403472552765,11.2504341289365,11.0840239747773,10.9171979076812,11.5913141544207
"PLAUR",5.14109345202186,5.37374005388151,5.07933519419276,6.06802763232559,5.14598214718274,6.22970329815221
"ANLN",7.92822283064298,8.11834614368255,8.80315924048954,9.01397929669736,8.0813839661163,9.66869940996807
"WIZ",9.34809017593427,8.97562705037016,9.67185436406061,9.34665553496977,9.6769814518408,8.16968466716145
"RABGAP1",11.6444257814539,11.7613670106526,11.6567957868865,11.6312505737117,11.6650296000215,11.6548296252807
"DCN",4.7165496130104,4.84495094307666,4.94418431550225,8.11159262389103,5.34903754503733,9.22717755568559
"QPCTL",6.87271940713298,6.53516475243763,6.46448655819503,6.60835857260747,6.76996117782249,6.51143928016197
"PPP5C",10.0980349929749,9.9272058464861,9.76674834536777,10.1624127951613,10.2451484153026,10.1124380056731
"CEP68",10.3121462632008,10.2768136242211,10.6646817546392,10.3105684144313,10.3840778756386,10.3081623930317
"MAP4K3",10.8913922372817,11.0170935704235,11.0792900778538,10.5641671812475,10.7489316480894,10.4550215208238
"TMEM159",6.70674692185684,6.64638115531134,5.49586482724437,7.13731522744772,7.30502131614998,7.32874891051753
"GABRA3",9.38140816436637,9.27738191812508,6.00991838444328,7.06043229251081,8.88173111580712,5.5258120673756
"BRCA1",7.51491967875223,7.78128312950899,8.54871904204772,9.28068690163363,7.93899227619341,9.78288840909747
"ERCC1",9.73188606755674,9.34208129630874,9.75290651706113,10.1160655901631,9.66822518517061,10.2907257919691
"SEMA3B",6.4305009759227,6.24026434647469,6.11933501176659,6.28425515241289,6.2844576999073,6.17818765351574
"MBTPS2",9.06130971675503,9.05325399149441,9.29464757019393,8.65585210283206,8.64003499910727,8.81726268355521
"EXTL3",11.2130977228514,11.1216388331609,11.3770943051702,11.3884423646271,11.506595568886,11.3035525313934
"ELOVL5",10.8979799843489,10.9019402796604,10.7828695456801,10.7860148119654,10.8944478259446,10.6880907686226
"KDM5D",10.2653518363431,10.161036840432,10.2983400752451,10.3564039182397,10.2339872923854,10.8188814749719
"CALCOCO1",9.83508273557735,9.73481966210361,9.82964181855436,10.2660233021329,10.2326685210774,10.5968352215598
"UBR7",9.40474343802344,9.42315348053761,9.31782631370153,9.52256011463283,9.46525586853287,9.25335967667131
"MAP4K5",10.9427396131073,11.0278510763186,10.9838028733378,10.7231311146141,10.9064880304127,10.5968352215598
"EHD3",9.34969435007194,9.19697034292977,9.00372920050377,9.02987446112579,9.10020453506765,8.60294536986959
"PSMC4",10.4663907056572,10.2745567794676,10.3645454222732,10.5435817792307,10.5151360879275,10.4163122426474
"MAN2B2",8.76425898750754,8.34262154231532,8.7452070695845,8.69629077530941,8.8476233901428,8.78568773315671
"SLC7A14",11.3878519055665,11.4038798733202,10.6247203173981,10.1123423504523,10.7101370610135,8.33732495453085
"CLDN11",4.99520527768772,5.48441204341114,5.07933519419276,5.05921631031587,4.86095996838829,5.75680447202851
"SLC25A39",9.24496978420086,8.77276642812238,8.93448532338502,9.78289214809205,9.52144532459256,9.98465379998899
"MVP",6.59857684600822,6.31748106638303,6.69726825935597,6.41867436581111,6.53165229568474,6.92569080701315
"NUB1",9.69829654272916,9.6006764726499,9.5632336565914,9.82293675318608,9.75071975144658,9.98465379998899
"PGM3",10.3276840785202,10.3881623863602,10.6051725040492,10.404383616537,10.1223436635566,10.8188814749719
"RWDD2A",8.43547824860969,8.56143550191553,8.36221278826824,8.38795206275874,8.59342119117607,8.66936680738772
"CLK1",11.4608547841792,11.3869202541093,11.5196339028554,11.1116322328723,11.6463368156784,11.113165778399
